customer_id,cluster,business_segment,recency_days,frequency,monetary
C00548,4,Loyal Customers,87.0,8.0,554.5
C00549,0,At Risk,140.0,6.0,297.17
C00550,1,Champions,5.0,17.0,1706.86
C00551,-1,No Purchase,,0.0,0.0
C00552,2,Potential Loyalists,52.0,6.0,294.07
C00553,4,Loyal Customers,68.0,16.0,1054.39
C00554,3,Dormant / Low Value,170.0,2.0,57.36
C00555,2,Potential Loyalists,13.0,3.0,785.03
C00556,0,At Risk,248.0,2.0,1100.51
C00557,0,At Risk,280.0,6.0,272.03
C00558,0,At Risk,344.0,4.0,290.95000000000005
C00559,2,Potential Loyalists,9.0,5.0,150.23000000000002
C00560,0,At Risk,292.0,5.0,432.05
C00561,0,At Risk,136.0,5.0,319.76
C00562,4,Loyal Customers,239.0,8.0,582.79
C00563,1,Champions,28.0,11.0,828.6899999999999
C00564,3,Dormant / Low Value,82.0,4.0,50.85
C00565,4,Loyal Customers,48.0,11.0,510.87
C00566,4,Loyal Customers,57.0,8.0,536.58
C00567,0,At Risk,480.0,4.0,262.52
C00568,4,Loyal Customers,51.0,10.0,1220.01
C00569,0,At Risk,145.0,5.0,153.32
C00570,4,Loyal Customers,42.0,8.0,548.5
C00571,4,Loyal Customers,59.0,9.0,533.9
C00572,1,Champions,8.0,14.0,3015.08
C00573,4,Loyal Customers,75.0,7.0,546.9100000000001
C00574,4,Loyal Customers,151.0,10.0,562.48
C00575,3,Dormant / Low Value,192.0,1.0,26.49
C00576,4,Loyal Customers,58.0,12.0,884.76
C00577,0,At Risk,181.0,5.0,133.18
C00578,1,Champions,22.0,17.0,769.65
C00579,4,Loyal Customers,94.0,7.0,546.64
C00580,0,At Risk,110.0,4.0,98.91
C00581,4,Loyal Customers,159.0,7.0,925.12
C00582,0,At Risk,168.0,2.0,189.68
C00583,4,Loyal Customers,100.0,7.0,1282.74
C00584,1,Champions,4.0,14.0,612.9
C00585,2,Potential Loyalists,58.0,7.0,229.79
C00586,4,Loyal Customers,128.0,7.0,1353.61
C00587,0,At Risk,163.0,6.0,307.82
C00588,3,Dormant / Low Value,717.0,1.0,10.57
C00589,3,Dormant / Low Value,686.0,1.0,79.89
C00590,1,Champions,36.0,11.0,1436.5
C00591,2,Potential Loyalists,28.0,5.0,219.97
C00592,2,Potential Loyalists,37.0,6.0,411.05
C00593,2,Potential Loyalists,7.0,4.0,224.86
C00594,3,Dormant / Low Value,392.0,1.0,185.33
C00595,3,Dormant / Low Value,49.0,3.0,49.24
C00596,0,At Risk,297.0,6.0,633.59
C00597,4,Loyal Customers,46.0,6.0,736.71
C00598,3,Dormant / Low Value,374.0,1.0,25.08
C00599,0,At Risk,96.0,6.0,152.23
C00600,4,Loyal Customers,30.0,8.0,735.8100000000001
C00601,2,Potential Loyalists,55.0,5.0,448.63
C00602,4,Loyal Customers,59.0,18.0,799.98
C00603,4,Loyal Customers,64.0,12.0,1090.82
C00604,3,Dormant / Low Value,434.0,1.0,21.12
C00605,4,Loyal Customers,124.0,15.0,769.7900000000001
C00606,4,Loyal Customers,90.0,13.0,491.89
C00607,0,At Risk,193.0,2.0,466.38
C00608,1,Champions,28.0,10.0,641.5
C00609,1,Champions,14.0,10.0,836.97
C00610,4,Loyal Customers,278.0,7.0,663.35
C00611,4,Loyal Customers,85.0,7.0,1466.14
C00612,3,Dormant / Low Value,187.0,2.0,82.64
C00613,0,At Risk,341.0,2.0,178.32999999999998
C00614,3,Dormant / Low Value,131.0,3.0,98.47
C00615,4,Loyal Customers,86.0,11.0,374.24
C00616,1,Champions,15.0,10.0,503.01
C00617,0,At Risk,98.0,6.0,336.57
C00618,0,At Risk,245.0,4.0,1019.94
C00619,0,At Risk,273.0,3.0,121.81
C00620,2,Potential Loyalists,9.0,6.0,142.70000000000002
C00621,0,At Risk,106.0,3.0,343.07
C00622,0,At Risk,517.0,2.0,221.66
C00623,2,Potential Loyalists,12.0,5.0,393.55000000000007
C00624,-1,No Purchase,,0.0,0.0
C00625,4,Loyal Customers,79.0,10.0,875.62
C00626,4,Loyal Customers,75.0,12.0,2426.8
C00627,2,Potential Loyalists,36.0,6.0,334.19
C00628,2,Potential Loyalists,36.0,9.0,331.21000000000004
C00629,4,Loyal Customers,80.0,11.0,638.64
C00630,4,Loyal Customers,51.0,12.0,743.9
C00631,4,Loyal Customers,70.0,7.0,475.9
C00632,0,At Risk,350.0,4.0,145.27
C00633,2,Potential Loyalists,38.0,4.0,93.5
C00634,0,At Risk,246.0,3.0,175.53
C00635,0,At Risk,174.0,4.0,134.25
C00636,4,Loyal Customers,136.0,8.0,370.93
C00637,1,Champions,11.0,14.0,1009.03
C00638,1,Champions,10.0,12.0,536.19
C00639,4,Loyal Customers,58.0,11.0,804.47
C00640,4,Loyal Customers,71.0,12.0,636.97
C00641,2,Potential Loyalists,31.0,6.0,725.19
C00642,3,Dormant / Low Value,119.0,3.0,91.61
C00643,3,Dormant / Low Value,479.0,3.0,119.81
C00644,0,At Risk,99.0,6.0,423.26
C00645,4,Loyal Customers,62.0,15.0,679.53
C00646,4,Loyal Customers,42.0,6.0,2205.75
C00647,4,Loyal Customers,86.0,8.0,791.1899999999999
C00648,4,Loyal Customers,48.0,11.0,640.37
C00649,3,Dormant / Low Value,181.0,1.0,178.34
C00650,2,Potential Loyalists,52.0,6.0,224.34
C00651,4,Loyal Customers,126.0,12.0,551.17
C00652,1,Champions,7.0,10.0,1307.14
C00653,3,Dormant / Low Value,561.0,1.0,9.81
C00654,4,Loyal Customers,75.0,12.0,681.09
C00655,4,Loyal Customers,61.0,12.0,714.53
C00656,4,Loyal Customers,185.0,14.0,1788.1799999999998
C00657,0,At Risk,367.0,3.0,429.99
C00658,4,Loyal Customers,183.0,8.0,416.57
C00659,4,Loyal Customers,56.0,10.0,1042.45
C00660,4,Loyal Customers,147.0,6.0,734.6099999999999
C00661,1,Champions,4.0,18.0,3782.69
C00662,0,At Risk,125.0,5.0,600.24
C00663,0,At Risk,195.0,4.0,109.25
C00664,0,At Risk,287.0,4.0,207.38
C00665,4,Loyal Customers,114.0,8.0,495.21
C00666,1,Champions,14.0,10.0,714.24
C00667,0,At Risk,198.0,2.0,169.64
C00668,4,Loyal Customers,40.0,7.0,518.5699999999999
C00669,0,At Risk,92.0,5.0,278.03
C00670,3,Dormant / Low Value,312.0,1.0,53.16
C00671,2,Potential Loyalists,2.0,7.0,424.17
C00672,-1,No Purchase,,0.0,0.0
C00673,1,Champions,20.0,15.0,1228.81
C00674,0,At Risk,109.0,4.0,301.39
C00675,0,At Risk,373.0,6.0,341.07
C00676,4,Loyal Customers,112.0,16.0,823.03
C00677,2,Potential Loyalists,31.0,7.0,611.99
C00678,0,At Risk,178.0,5.0,339.4
C00679,4,Loyal Customers,114.0,11.0,493.67
C00680,4,Loyal Customers,111.0,6.0,1124.87
C00681,0,At Risk,183.0,4.0,271.03
C00682,2,Potential Loyalists,1.0,3.0,98.75
C00683,0,At Risk,67.0,5.0,300.39
C00684,2,Potential Loyalists,2.0,3.0,1083.75
C00685,4,Loyal Customers,92.0,7.0,466.36
C00686,4,Loyal Customers,163.0,9.0,857.48
C00687,3,Dormant / Low Value,10.0,1.0,24.26
C00688,2,Potential Loyalists,29.0,6.0,299.28000000000003
C00689,1,Champions,15.0,10.0,528.89
C00690,-1,No Purchase,,0.0,0.0
C00691,1,Champions,37.0,13.0,1062.31
C00692,0,At Risk,370.0,3.0,453.77
C00693,0,At Risk,124.0,4.0,225.05
C00694,1,Champions,25.0,12.0,682.11
C00695,0,At Risk,168.0,5.0,187.27
C00696,4,Loyal Customers,98.0,11.0,1250.51
C00697,4,Loyal Customers,142.0,8.0,605.27
C00698,4,Loyal Customers,145.0,9.0,364.32
C00699,3,Dormant / Low Value,268.0,2.0,31.270000000000003
C00700,3,Dormant / Low Value,729.0,1.0,74.59
C00701,4,Loyal Customers,41.0,9.0,2194.52
C00702,0,At Risk,62.0,3.0,241.36
C00703,1,Champions,25.0,19.0,1664.48
C00704,3,Dormant / Low Value,163.0,2.0,53.0
C00705,4,Loyal Customers,139.0,9.0,411.58
C00706,4,Loyal Customers,50.0,9.0,919.46
C00707,4,Loyal Customers,45.0,12.0,1310.66
C00708,4,Loyal Customers,57.0,10.0,575.68
C00709,0,At Risk,254.0,6.0,164.73000000000002
C00710,2,Potential Loyalists,14.0,2.0,439.73
C00711,1,Champions,20.0,8.0,2060.43
C00712,4,Loyal Customers,37.0,11.0,527.73
C00713,1,Champions,52.0,24.0,2164.41
C00714,0,At Risk,65.0,6.0,131.0
C00715,3,Dormant / Low Value,405.0,2.0,52.34
C00716,4,Loyal Customers,96.0,6.0,447.35
C00717,4,Loyal Customers,140.0,8.0,362.75
C00718,0,At Risk,55.0,3.0,393.35
C00719,3,Dormant / Low Value,76.0,2.0,75.28999999999999
C00720,1,Champions,21.0,14.0,1156.44
C00721,0,At Risk,279.0,5.0,462.58
C00722,0,At Risk,233.0,4.0,161.43
C00723,3,Dormant / Low Value,127.0,1.0,57.31
C00724,3,Dormant / Low Value,632.0,1.0,189.77
C00725,3,Dormant / Low Value,61.0,2.0,38.24
C00726,3,Dormant / Low Value,66.0,2.0,40.36
C00727,3,Dormant / Low Value,479.0,2.0,37.48
C00728,2,Potential Loyalists,27.0,4.0,79.86
C00729,4,Loyal Customers,97.0,11.0,450.7
C00730,0,At Risk,65.0,8.0,195.06
C00731,2,Potential Loyalists,45.0,3.0,178.70999999999998
C00732,0,At Risk,196.0,4.0,395.25
C00733,2,Potential Loyalists,28.0,7.0,307.35
C00734,0,At Risk,139.0,3.0,124.18
C00735,4,Loyal Customers,94.0,9.0,620.92
C00736,4,Loyal Customers,56.0,4.0,1046.53
C00737,2,Potential Loyalists,4.0,8.0,424.82
C00738,4,Loyal Customers,243.0,6.0,840.04
C00739,0,At Risk,151.0,6.0,185.26
C00740,0,At Risk,204.0,2.0,335.66
C00741,3,Dormant / Low Value,293.0,3.0,62.79
C00742,1,Champions,63.0,24.0,1429.86
C00743,4,Loyal Customers,152.0,7.0,962.16
C00744,0,At Risk,67.0,5.0,239.04
C00745,0,At Risk,147.0,3.0,149.2
C00746,4,Loyal Customers,117.0,7.0,451.86
C00747,4,Loyal Customers,169.0,8.0,609.34
C00748,4,Loyal Customers,61.0,8.0,381.06
C00749,2,Potential Loyalists,28.0,8.0,326.3
C00750,2,Potential Loyalists,17.0,4.0,645.53
C00751,4,Loyal Customers,94.0,10.0,786.59
C00752,3,Dormant / Low Value,491.0,3.0,103.98
C00753,4,Loyal Customers,68.0,8.0,1146.33
C00754,1,Champions,8.0,12.0,698.52
C00755,3,Dormant / Low Value,77.0,2.0,111.86
C00756,4,Loyal Customers,65.0,8.0,1001.92
C00757,1,Champions,22.0,16.0,1765.5600000000002
C00758,0,At Risk,69.0,5.0,151.62
C00759,2,Potential Loyalists,24.0,3.0,883.8499999999999
C00760,1,Champions,25.0,18.0,1753.52
C00761,3,Dormant / Low Value,576.0,1.0,29.59
C00762,0,At Risk,329.0,3.0,309.22
C00763,0,At Risk,164.0,8.0,212.54
C00764,4,Loyal Customers,81.0,16.0,1085.5800000000002
C00765,0,At Risk,177.0,4.0,171.81
C00766,3,Dormant / Low Value,223.0,3.0,89.75
C00767,3,Dormant / Low Value,431.0,1.0,37.11
C00768,0,At Risk,250.0,4.0,257.19
C00769,2,Potential Loyalists,43.0,5.0,507.18
C00770,2,Potential Loyalists,15.0,3.0,210.58
C00771,0,At Risk,144.0,6.0,420.53
C00772,0,At Risk,270.0,4.0,309.63
C00773,1,Champions,24.0,12.0,703.0600000000001
C00774,3,Dormant / Low Value,615.0,1.0,13.79
C00775,1,Champions,21.0,16.0,1713.45
C00776,0,At Risk,68.0,4.0,255.23
C00777,2,Potential Loyalists,35.0,3.0,90.23
C00778,4,Loyal Customers,85.0,9.0,282.94
C00779,1,Champions,10.0,15.0,659.56
C00780,0,At Risk,158.0,3.0,535.58
C00781,1,Champions,9.0,24.0,1136.21
C00782,0,At Risk,141.0,6.0,374.25
C00783,2,Potential Loyalists,4.0,7.0,326.61
C00784,0,At Risk,98.0,3.0,119.67
C00785,4,Loyal Customers,336.0,7.0,605.96
C00786,0,At Risk,55.0,4.0,299.44
C00787,4,Loyal Customers,85.0,7.0,335.93
C00788,0,At Risk,123.0,5.0,218.66
C00789,2,Potential Loyalists,8.0,3.0,468.09
C00790,0,At Risk,176.0,2.0,508.72
C00791,4,Loyal Customers,45.0,11.0,744.74
C00792,2,Potential Loyalists,50.0,8.0,202.93
C00793,2,Potential Loyalists,7.0,5.0,579.84
C00794,0,At Risk,264.0,3.0,140.09
C00795,0,At Risk,361.0,4.0,227.6
C00796,3,Dormant / Low Value,225.0,2.0,39.52
C00797,0,At Risk,106.0,4.0,84.52
C00798,4,Loyal Customers,115.0,9.0,471.16
C00799,4,Loyal Customers,150.0,11.0,1365.81
C00800,1,Champions,14.0,13.0,894.32
C00801,4,Loyal Customers,39.0,6.0,2425.26
C00802,1,Champions,21.0,12.0,1390.81
C00803,2,Potential Loyalists,24.0,5.0,149.1
C00804,2,Potential Loyalists,29.0,4.0,257.05
C00805,0,At Risk,283.0,4.0,473.4
C00806,4,Loyal Customers,98.0,11.0,381.07
C00807,-1,No Purchase,,0.0,0.0
C00808,4,Loyal Customers,43.0,7.0,568.08
C00809,0,At Risk,151.0,2.0,158.75
C00810,0,At Risk,218.0,4.0,358.74
C00811,2,Potential Loyalists,23.0,3.0,218.18
C00812,3,Dormant / Low Value,137.0,1.0,30.78
C00813,2,Potential Loyalists,6.0,5.0,202.47
C00814,4,Loyal Customers,69.0,7.0,536.34
C00815,4,Loyal Customers,56.0,8.0,295.78
C00816,1,Champions,22.0,24.0,1593.64
C00817,4,Loyal Customers,42.0,8.0,475.83
C00818,4,Loyal Customers,155.0,9.0,778.8000000000001
C00819,4,Loyal Customers,130.0,8.0,310.39
C00820,3,Dormant / Low Value,479.0,1.0,117.86
C00821,0,At Risk,162.0,6.0,230.53
C00822,3,Dormant / Low Value,109.0,2.0,44.94
C00823,1,Champions,39.0,15.0,1031.94
C00824,4,Loyal Customers,193.0,8.0,716.69
C00825,0,At Risk,120.0,4.0,206.97
C00826,2,Potential Loyalists,22.0,4.0,268.9
C00827,0,At Risk,76.0,4.0,319.79
C00828,1,Champions,34.0,20.0,1451.17
C00829,2,Potential Loyalists,22.0,4.0,61.06
C00830,1,Champions,39.0,11.0,1398.13
C00831,4,Loyal Customers,65.0,10.0,1644.72
C00832,4,Loyal Customers,108.0,10.0,448.91
C00833,4,Loyal Customers,40.0,10.0,1253.03
C00834,0,At Risk,106.0,6.0,246.13
C00835,4,Loyal Customers,30.0,9.0,839.21
C00836,2,Potential Loyalists,44.0,8.0,299.18
C00837,3,Dormant / Low Value,520.0,1.0,144.76
C00838,4,Loyal Customers,96.0,9.0,1007.0
C00839,2,Potential Loyalists,41.0,6.0,356.01
C00840,4,Loyal Customers,145.0,9.0,501.8
C00841,4,Loyal Customers,61.0,12.0,1234.53
C00842,4,Loyal Customers,135.0,12.0,633.5500000000001
C00843,4,Loyal Customers,228.0,10.0,332.84000000000003
C00844,0,At Risk,287.0,2.0,460.27
C00845,2,Potential Loyalists,17.0,10.0,355.05
C00846,2,Potential Loyalists,29.0,7.0,522.72
C00847,4,Loyal Customers,124.0,14.0,1632.63
C00848,3,Dormant / Low Value,275.0,3.0,60.74
C00849,3,Dormant / Low Value,92.0,2.0,41.150000000000006
C00850,0,At Risk,91.0,5.0,332.71
C00851,2,Potential Loyalists,51.0,7.0,288.94
C00852,1,Champions,16.0,26.0,1838.66
C00853,1,Champions,20.0,18.0,1036.86
C00854,3,Dormant / Low Value,617.0,1.0,33.74
C00855,2,Potential Loyalists,18.0,6.0,318.4
C00856,1,Champions,4.0,7.0,598.05
C00857,1,Champions,16.0,28.0,1337.41
C00858,4,Loyal Customers,56.0,11.0,704.19
C00859,2,Potential Loyalists,1.0,4.0,285.32
C00860,4,Loyal Customers,190.0,13.0,683.0
C00861,1,Champions,12.0,11.0,1511.47
C00862,0,At Risk,265.0,6.0,422.4
C00863,0,At Risk,153.0,5.0,136.49
C00864,0,At Risk,214.0,2.0,168.7
C00865,1,Champions,19.0,17.0,738.21
C00866,4,Loyal Customers,69.0,14.0,1461.47
C00867,1,Champions,53.0,17.0,1339.95
C00868,0,At Risk,180.0,4.0,196.15
C00869,3,Dormant / Low Value,57.0,1.0,76.47
C00870,4,Loyal Customers,75.0,9.0,672.52
C00871,2,Potential Loyalists,21.0,3.0,229.71
C00872,0,At Risk,368.0,3.0,569.19
C00873,1,Champions,28.0,11.0,522.91
C00874,1,Champions,32.0,14.0,1162.98
C00875,1,Champions,8.0,11.0,449.67
C00876,2,Potential Loyalists,17.0,8.0,491.86
C00877,4,Loyal Customers,95.0,7.0,922.98
C00878,4,Loyal Customers,155.0,11.0,664.8
C00879,4,Loyal Customers,37.0,9.0,494.17
C00880,4,Loyal Customers,55.0,14.0,1249.07
C00881,0,At Risk,120.0,5.0,407.34
C00882,1,Champions,11.0,18.0,1137.08
C00883,0,At Risk,164.0,7.0,410.58
C00884,0,At Risk,455.0,3.0,368.16
C00885,4,Loyal Customers,66.0,9.0,1538.83
C00886,4,Loyal Customers,77.0,10.0,743.76
C00887,0,At Risk,387.0,4.0,151.26
C00888,0,At Risk,121.0,2.0,231.04
C00889,2,Potential Loyalists,15.0,10.0,322.09
C00890,4,Loyal Customers,101.0,9.0,809.56
C00891,-1,No Purchase,,0.0,0.0
C00892,0,At Risk,91.0,4.0,138.01
C00893,0,At Risk,60.0,2.0,147.18
C00894,0,At Risk,195.0,6.0,294.46
C00895,1,Champions,41.0,15.0,973.5
C00896,0,At Risk,248.0,5.0,507.2
C00897,2,Potential Loyalists,6.0,4.0,288.71000000000004
C00898,0,At Risk,93.0,5.0,343.73
C00899,0,At Risk,164.0,5.0,489.97
C00900,1,Champions,14.0,12.0,754.59
C00901,2,Potential Loyalists,42.0,4.0,347.8
C00902,-1,No Purchase,,0.0,0.0
C00903,1,Champions,7.0,8.0,516.39
C00904,-1,No Purchase,,0.0,0.0
C00905,1,Champions,17.0,14.0,707.06
C00906,0,At Risk,194.0,7.0,181.66
C00907,0,At Risk,265.0,4.0,193.82
C00908,3,Dormant / Low Value,52.0,1.0,31.44
C00909,2,Potential Loyalists,12.0,4.0,202.8
C00910,4,Loyal Customers,47.0,7.0,440.54
C00911,1,Champions,12.0,17.0,806.02
C00912,4,Loyal Customers,45.0,16.0,846.79
C00913,3,Dormant / Low Value,635.0,1.0,18.2
C00914,0,At Risk,160.0,3.0,180.54
C00915,3,Dormant / Low Value,309.0,1.0,55.96
C00916,0,At Risk,222.0,4.0,250.64
C00917,3,Dormant / Low Value,705.0,1.0,35.22
C00918,0,At Risk,227.0,4.0,95.27
C00919,0,At Risk,58.0,3.0,151.91
C00920,3,Dormant / Low Value,99.0,2.0,65.86
C00921,4,Loyal Customers,112.0,6.0,532.98
C00922,2,Potential Loyalists,11.0,6.0,478.23
C00923,0,At Risk,189.0,5.0,298.92
C00924,0,At Risk,256.0,4.0,305.4
C00925,2,Potential Loyalists,43.0,7.0,396.03
C00926,3,Dormant / Low Value,414.0,1.0,50.4
C00927,4,Loyal Customers,67.0,15.0,1521.24
C00928,4,Loyal Customers,52.0,8.0,847.62
C00929,4,Loyal Customers,114.0,13.0,990.73
C00930,0,At Risk,98.0,5.0,201.36
C00931,0,At Risk,391.0,4.0,269.97
C00932,2,Potential Loyalists,16.0,6.0,759.02
C00933,1,Champions,38.0,11.0,1326.25
C00934,4,Loyal Customers,266.0,9.0,1106.29
C00935,0,At Risk,83.0,6.0,364.33
C00936,4,Loyal Customers,91.0,16.0,1001.24
C00937,-1,No Purchase,,0.0,0.0
C00938,1,Champions,11.0,16.0,784.61
C00939,0,At Risk,197.0,3.0,541.8
C00940,2,Potential Loyalists,36.0,3.0,137.5
C00941,4,Loyal Customers,167.0,10.0,754.39
C00942,3,Dormant / Low Value,572.0,1.0,31.46
C00943,1,Champions,2.0,11.0,896.54
C00944,2,Potential Loyalists,49.0,7.0,253.41
C00945,0,At Risk,295.0,3.0,295.88
C00946,4,Loyal Customers,50.0,16.0,962.04
C00947,1,Champions,23.0,12.0,753.91
C00948,1,Champions,34.0,20.0,1066.04
C00949,0,At Risk,72.0,4.0,273.26
C00950,1,Champions,20.0,9.0,831.84
C00951,0,At Risk,287.0,3.0,432.93
C00952,0,At Risk,168.0,6.0,428.15
C00953,4,Loyal Customers,307.0,7.0,900.84
C00954,1,Champions,24.0,12.0,772.81
C00955,4,Loyal Customers,79.0,21.0,1079.57
C00956,0,At Risk,68.0,4.0,219.28
C00957,2,Potential Loyalists,18.0,5.0,871.6500000000001
C00958,4,Loyal Customers,177.0,6.0,691.87
C00959,0,At Risk,174.0,6.0,555.48
C00960,1,Champions,5.0,7.0,823.69
C00961,0,At Risk,123.0,7.0,251.16
C00962,2,Potential Loyalists,19.0,5.0,591.25
C00963,3,Dormant / Low Value,503.0,2.0,103.79
C00964,0,At Risk,84.0,5.0,309.35
C00965,3,Dormant / Low Value,79.0,1.0,12.38
C00966,3,Dormant / Low Value,620.0,1.0,67.14
C00967,-1,No Purchase,,0.0,0.0
C00968,2,Potential Loyalists,10.0,3.0,104.62
C00969,0,At Risk,219.0,5.0,713.26
C00970,2,Potential Loyalists,10.0,6.0,857.53
C00971,3,Dormant / Low Value,187.0,2.0,117.36
C00972,0,At Risk,170.0,3.0,237.55
C00973,4,Loyal Customers,150.0,8.0,683.96
C00974,0,At Risk,191.0,5.0,259.99
C00975,0,At Risk,153.0,5.0,74.5
C00976,2,Potential Loyalists,59.0,6.0,232.54
C00977,3,Dormant / Low Value,218.0,2.0,160.76
C00978,2,Potential Loyalists,28.0,8.0,439.63
C00979,0,At Risk,79.0,4.0,404.41
C00980,3,Dormant / Low Value,164.0,1.0,43.25
C00981,0,At Risk,261.0,6.0,504.81
C00982,4,Loyal Customers,101.0,10.0,559.75
C00983,4,Loyal Customers,87.0,6.0,994.9
C00984,3,Dormant / Low Value,116.0,2.0,99.39
C00985,1,Champions,11.0,20.0,1805.24
C00986,2,Potential Loyalists,17.0,7.0,320.43
C00987,3,Dormant / Low Value,713.0,1.0,93.7
C00988,2,Potential Loyalists,44.0,6.0,479.34
C00989,1,Champions,26.0,8.0,1028.73
C00990,4,Loyal Customers,71.0,7.0,494.84
C00991,4,Loyal Customers,252.0,11.0,431.86
C00992,4,Loyal Customers,85.0,8.0,1820.14
C00993,0,At Risk,150.0,4.0,128.56
C00994,1,Champions,23.0,27.0,3327.58
C00995,1,Champions,11.0,12.0,3196.36
C00996,4,Loyal Customers,30.0,10.0,658.35
C00997,3,Dormant / Low Value,328.0,3.0,80.37
C00998,3,Dormant / Low Value,492.0,1.0,6.55
C00999,0,At Risk,96.0,3.0,692.9200000000001
C01000,3,Dormant / Low Value,371.0,2.0,53.06
C01001,1,Champions,15.0,11.0,1523.31
C01002,3,Dormant / Low Value,648.0,1.0,41.38
C01003,2,Potential Loyalists,1.0,5.0,286.51
C01004,4,Loyal Customers,65.0,11.0,502.03
C01005,0,At Risk,340.0,6.0,425.22
C01006,1,Champions,51.0,18.0,1179.48
C01007,4,Loyal Customers,61.0,7.0,783.74
C01008,4,Loyal Customers,85.0,11.0,1044.18
C01009,3,Dormant / Low Value,158.0,2.0,106.06
C01010,4,Loyal Customers,166.0,15.0,841.0
C01011,1,Champions,6.0,12.0,590.28
C01012,2,Potential Loyalists,50.0,3.0,377.47
C01013,0,At Risk,104.0,2.0,283.47
C01014,0,At Risk,79.0,5.0,454.21
C01015,3,Dormant / Low Value,407.0,4.0,63.42
C01016,4,Loyal Customers,99.0,18.0,1553.06
C01017,4,Loyal Customers,46.0,9.0,738.58
C01018,0,At Risk,220.0,3.0,245.34
C01019,0,At Risk,63.0,4.0,258.79
C01020,4,Loyal Customers,46.0,13.0,1272.67
C01021,1,Champions,24.0,7.0,1042.5
C01022,3,Dormant / Low Value,370.0,2.0,78.72
C01023,2,Potential Loyalists,54.0,7.0,208.17
C01024,4,Loyal Customers,108.0,11.0,1226.46
C01025,1,Champions,14.0,14.0,687.88
C01026,1,Champions,26.0,6.0,1563.08
C01027,0,At Risk,63.0,6.0,308.46
C01028,0,At Risk,122.0,7.0,322.73
C01029,4,Loyal Customers,35.0,7.0,835.5500000000001
C01030,2,Potential Loyalists,16.0,3.0,72.69999999999999
C01031,4,Loyal Customers,82.0,12.0,1579.26
C01032,4,Loyal Customers,116.0,10.0,871.7700000000001
C01033,1,Champions,45.0,17.0,1882.13
C01034,0,At Risk,236.0,6.0,315.0
C01035,3,Dormant / Low Value,53.0,2.0,67.89999999999999
C01036,4,Loyal Customers,135.0,8.0,931.55
C01037,4,Loyal Customers,61.0,8.0,461.66
C01038,4,Loyal Customers,46.0,9.0,1096.94
C01039,3,Dormant / Low Value,250.0,1.0,29.32
C01040,0,At Risk,147.0,4.0,381.17
C01041,1,Champions,3.0,13.0,1016.59
C01042,2,Potential Loyalists,59.0,6.0,332.16
C01043,1,Champions,3.0,9.0,394.17
C01044,2,Potential Loyalists,2.0,5.0,126.42
C01045,0,At Risk,190.0,4.0,230.11
C01046,4,Loyal Customers,80.0,5.0,577.2
C01047,4,Loyal Customers,262.0,8.0,411.27
C01048,1,Champions,17.0,13.0,617.39
C01049,3,Dormant / Low Value,134.0,2.0,146.56
C01050,1,Champions,5.0,15.0,694.79
C01051,0,At Risk,68.0,2.0,325.71
C01052,0,At Risk,83.0,3.0,714.0600000000001
C01053,2,Potential Loyalists,9.0,6.0,634.27
C01054,4,Loyal Customers,86.0,7.0,842.28
C01055,4,Loyal Customers,76.0,9.0,1050.77
C01056,1,Champions,34.0,12.0,1048.78
C01057,0,At Risk,128.0,3.0,452.39
C01058,2,Potential Loyalists,25.0,4.0,884.05
C01059,4,Loyal Customers,58.0,12.0,722.39
C01060,3,Dormant / Low Value,277.0,1.0,67.75
C01061,2,Potential Loyalists,36.0,7.0,293.28
C01062,3,Dormant / Low Value,381.0,3.0,116.34
C01063,4,Loyal Customers,43.0,8.0,559.38
C01064,4,Loyal Customers,171.0,9.0,633.44
C01065,-1,No Purchase,,0.0,0.0
C01066,0,At Risk,78.0,4.0,114.66
C01067,4,Loyal Customers,54.0,7.0,894.8000000000001
C01068,0,At Risk,298.0,3.0,130.02
C01069,4,Loyal Customers,54.0,12.0,886.08
C01070,1,Champions,34.0,14.0,1130.63
C01071,2,Potential Loyalists,12.0,8.0,270.57
C01072,4,Loyal Customers,63.0,7.0,400.52
C01073,1,Champions,23.0,21.0,1949.75
C01074,1,Champions,20.0,22.0,2351.45
C01075,4,Loyal Customers,226.0,9.0,502.72
C01076,4,Loyal Customers,83.0,7.0,1304.46
C01077,4,Loyal Customers,27.0,8.0,728.5699999999999
C01078,2,Potential Loyalists,12.0,6.0,403.91
C01079,2,Potential Loyalists,20.0,8.0,534.81
C01080,0,At Risk,460.0,2.0,199.82
C01081,4,Loyal Customers,51.0,16.0,959.23
C01082,1,Champions,35.0,16.0,1057.36
C01083,0,At Risk,72.0,6.0,255.16
C01084,-1,No Purchase,,0.0,0.0
C01085,4,Loyal Customers,54.0,9.0,434.77
C01086,4,Loyal Customers,136.0,12.0,511.23
C01087,4,Loyal Customers,64.0,18.0,1759.18
C01088,4,Loyal Customers,113.0,11.0,710.7
C01089,0,At Risk,142.0,6.0,399.61
C01090,3,Dormant / Low Value,308.0,2.0,98.07
C01091,1,Champions,12.0,10.0,974.08
C01092,2,Potential Loyalists,34.0,3.0,177.11
C01093,0,At Risk,70.0,2.0,142.89
C01094,0,At Risk,365.0,4.0,150.8
C01095,2,Potential Loyalists,13.0,5.0,642.7
C01096,0,At Risk,257.0,6.0,527.62
C01097,4,Loyal Customers,53.0,8.0,730.42
